Name,Address,Location,Role,Profession,Additional Info,page
Povoledo cav. uff,"D. Duro 1419, Cann, 122",,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,Angelo,67
Rosa Salva Andrea,S. Marco 4589,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Rizzo Giuseppe,S. Marco,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Vadali cav. Rimano,S. Marco 1183,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Sigg. Bolla Giulio,San Marco 5228,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Gruppo: Osterie,",",67
Brugnolo Aurelio,S. Marco 4153,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Lazzari Mario,Cann. 3847,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Rizzetto Vespasiano,S. Marco,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Gottardo Anselmo,S. Marco,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",67
Luigi Tenderini,"Presso Ditta E. Ratti, S. M. Formosa 5386",,- ASSOCIAZIONE FRA I DIRIGENTI DI AZIENDE COMMERCIALI DELLA PROVINCIA DI VENEZIA,Presidente,",",67
Rag. Aldo Riccone,"Presso Ditta E. Ratti, S. M. Formosa 5386",,- ASSOCIAZIONE FRA I DIRIGENTI DI AZIENDE COMMERCIALI DELLA PROVINCIA DI VENEZIA,Segretario,",",67
av. rag. Augusto Vernier,"Presso Ditta Gudnard, S. Stefano 2803",,- ASSOCIAZIONE FRA DIRIGENTI CASE DI SPEDIZIONE DELLA PROVINCIA DI VENEZIA,Presidente,",",67
Angelo Bisetto,"Presso Ditta Gudnard, S. Stefano 2803",,- ASSOCIAZIONE FRA DIRIGENTI CASE DI SPEDIZIONE DELLA PROVINCIA DI VENEZIA,Segretario,",",67
Gestioirie Rauqpruppamento Autocarri,Sede di Venezia; Agenzia di città: S. Giovanni Grisostomo 5721. - Sede di Mestre: Via Marghera,,- ASSOCIAZIONE FRA DIRIGENTI CASE DI SPEDIZIONE DELLA PROVINCIA DI VENEZIA,Società in NOME COLLETTIVO,",",67
PREMIATO MOBILIFICIO,Sede di Venezia; Agenzia di città: S. Giovanni Grisostomo 5721. - Sede di Mestre: Via Marghera,,- ASSOCIAZIONE FRA DIRIGENTI CASE DI SPEDIZIONE DELLA PROVINCIA DI VENEZIA,Società in NOME COLLETTIVO,",",67
CASA DELL'ARTIGIANATO,Sede di Venezia; Agenzia di città: S. Giovanni Grisostomo 5721. - Sede di Mestre: Via Marghera,,- ASSOCIAZIONE FRA DIRIGENTI CASE DI SPEDIZIONE DELLA PROVINCIA DI VENEZIA,Società in NOME COLLETTIVO,",",67
Oav. BRUNO GASPARINI,"Via Manin, N. 39 - MESTRE",MESTRE,- ASSOCIAZIONE FRA DIRIGENTI CASE DI SPEDIZIONE DELLA PROVINCIA DI VENEZIA,Società in NOME COLLETTIVO,Telefono N. 51-165,67
