Name,Address,Location,Profession,Additional Info,page,location_cleaned
Carlotto Ezio Mario,,Caorle,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Cavezzuoli Giampolo,,Cono,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Cengiarotti Giobatta,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Celotti Trieste,,Torre di Mosto,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Crescenie Lorenzo,,S. Stino di Livenza,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Cristiani Carlo,,S. Donà di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
D’Ambra Fitotlmo,,Caorle,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Dal Lago Emilio,,Chiirango,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Dal Moro Luigi,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Da Re Alessandro,,Fossalta di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
D’Eila Francesco,,Caorle,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Del Negro Vincenzo,,Musile di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
De Luca Giacinto,,S. Maria di Sala,MEDICI DELLA PROVINCIA,Stomelogi,121,False
De Pasquale Alfredo,,Torre Maggiore,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Di Cianfi Edoardo,,Cavarzere,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Dozzi Antonio,,Ceggia,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Fal Giuliano,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Fanzago Achille,,Mirano,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Fava Aldo,,Cavarzere,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Feole Michele,,Treporti,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Finissatii Alberto,,Mira,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Franchini Giuseppe,,Noventa di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Gallimberti Luigi,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Gallimberti Vincenzo,,S. Donà di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Gasparini Giuseppe,,Mira,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Gennaro Amos,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Gennari Mario,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Ghlebetti Virgilio,,Jesolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Girardi Alessandro,,S. Donà di Pi ave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Girotto Arsenio,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Golasco Antonio,,S. Michele al Tagliamento,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Gradfengfo Luigi,,Noale,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Grandesso Michele,,Pellestrina,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Grando Umberto,,Cinto Caomaggiore,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Iesavi Giuseppe,,Cavarzere,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Lago Emilio,,Mirano,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Lanza Sante,,Dolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Lazzari Guido,,Jesolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Loocalecli Luigi,,Noventa di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Maffione Francesco,,Caorle,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Mairano Luigi,,Jesolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Marafon Maraffa,,Caorle,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Marchetto Emma,,Fossò,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Marella Antonio,,Pellestrina,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Marzai Ulderico,,Annone Venelo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Marzola Rino,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Mecchia Zelindo,,S. Michele al Tagliamento,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Menaldo Novello,,S. Maria di Sala,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Meneghello Paolo,,Martellago,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Mezzanette Oliviero,,Noale,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Mioni Mario,,Dolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Miraglia Giuseppe,,Cona,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Mislienda Giuseppe,,Soerè,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Mollica Pietro,,Grisolea,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Narizzano Francesco,,Cavenżere,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Niccolin Giuseppe,,Spinea,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Padovan Mario,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Pagancco Oscar,,Concordia Sagittaria,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Paroli Riccardo,,Campolongo Maggiore,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Parolini Ermes,,Campogara,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Pellegrini Amedeo,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Perale Luigi,,Mirano,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Perin Aurelio,,S. Donà di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Perin Pietro,,S. Donà di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Pozzan Mario,,Dolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Pozzan Angelo,,Dolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Prevorin Giuseppe,,Fossalto di Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Ranzalo Antonio,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Ravagnan Luigi,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Repele Giovanni,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Rizzola Filippo,,Muslle di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Romaiti Giorgio,,Caorle,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Rossi Nicola,,Dolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Rutoli Orazio,,Mira,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Sagramora Francesco,,Mirano,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Schiavo Lena Roberto,,Noventa di Piave,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Schiavutta Giovanni,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Serra Nicolò,,Concordia Sagittaria,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Serrantino Antonio,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Srioijosti Oscari,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Stautti Giuseppe,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Stiffoni Renzo,,Mirano,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Stoccarda Sergio,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Suriano Angelo,,Pianiga,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Tagliagireta Bruno,,ToccaBio,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Tassi Francesco,,Cona,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Tiozzo Cherubino,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Tizianello Giuseppe,,Mirano,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Tonini Roberto,,S. Stino Livenza,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Trivellato' Gastone,,Portogruaro,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Vacacato Ernani,,Mirano,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Varisco Mario,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Varisco Vincenzo,,Chioggia,MEDICI DELLA PROVINCIA,Stomelogi,121,True
Veronese Antonio,,Ceggia,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Volpato Bruno,,Dolo,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Zanco Antonie,,Concordia Sagittaria,MEDICI DELLA PROVINCIA,Stomelogi,121,False
Borellini Franco,,S. Mareo,GABINETTI DENTISTICI,Stomelogi,121,False
Carli dr. Francesco,,Tolentini,GABINETTI DENTISTICI,Stomelogi,121,False
