Name,Address,Location,Role,Profession,Additional Info,page
Lorenzetti cav. dr. Giulio,"Chiesa di S. Giorgio Maggiore in Isola, Basilica di 3. Maria Assunta C chiesa di S. Fosca (Torcello)",presso le gallerie,Membri,Comitato di Venezia,biblioteche e musei,80
Moschian cav. dr. Vittorio,S. Vio Calle Gambarara numero 1023,presso le gallerie,Sovrintendente,Comitato di Venezia,biblioteche e musei,80
Moschini cav. dr. Vittorio,S. Vio Calle Gambarara numero 1023,presso le gallerie,Direttore,Comitato di Venezia,biblioteche e musei,80
Pagan cav,S. Vio Calle Gambarara numero 1023,presso le gallerie,SOPRINTENDENZA ALLE GALLERIE ED ALLE OPERE D’ARTE,Assistente,Angelo,80
Conte Nolfo Di Cortegna,S. Vio Calle Gambarara numero 1023,presso le gallerie,Rettore,Comitato di Venezia,biblioteche e musei,80
Moschini cav,S. Vio Calle Gambarara numero 1023,Ca’ D'Oro,GALLERIA « G. FRANCHETTI » ALLA CA' D’ORO,Sovrintendente,dr. Vittorio,80
Nardo Antonio,S. Vio Calle Gambarara numero 1023,Ca’ D'Oro,Conservatore,Comitato di Venezia,biblioteche e musei,80
Moschini cav dr. Vittorio,S. Vio Calle Gambarara numero 1023,Ca’ D'Oro,Sovrintendente,DELLA CA’ PESARO,",",80
Barbiani comm,S. Vio Calle Gambarara numero 1023,Ca’ D'Oro,MUSEO ORIENT,Direttore onor.,dr. Nino,80
Brusln cav. uff,"Piazzetta S, Marco 24 (Palazzo Reale)",Ca’ D'Oro,SOPRINT. ALLE ANTICHITA’ PADOVA MUSEO ARCHEOLOGICO,Sovraintendente,dr. Gio. Vanni,80
Forlati dr. Bruna,"Piazzetta S, Marco 24 (Palazzo Reale)",Ca’ D'Oro,Direttore,DELLA CA’ PESARO,",",80
Ferra comm,Piazzetta S. Marco 7, Luigi,BIBLIOTECA NAZIONALE MARCIANA E SOVRINTENDENZA BIBLIOGRAFICA PER LE VENEZIE,DELLA CA’ PESARO,"Soprint,  Bibl1ogr. e direttore Marciana, , | dr. prof",80
Zorzaqello dr. cav. Plct‘vo,Piazzetta S. Marco 7,Ca’ D'Oro,Bibliot, Direttore,",",80
Pesenti dr. Giuliano,Piazzetta S. Marco 7,Ca’ D'Oro,Bibliot,DELLA CA’ PESARO,",",80
Ferrari dr. Glorgio,Piazzetta S. Marco 7,Ca’ D'Oro,Bililot, aggiunto,",",80
D’Este cav, August0,Ca’ D'Oro,BIBLIOTECA NAZIONALE MARCIANA E SOVRINTENDENZA BIBLIOGRAFICA PER LE VENEZIE,Coa'diutore principale,",",80
Errestetti Lulgi,August0,Ca’ D'Oro,Coadiutore,DELLA CA’ PESARO,",",80
Targherta Romeo,August0,Ca’ D'Oro,Ajutanti,DELLA CA’ PESARO,",",80
Marchesirl 1Jn[nxo,August0,Ca’ D'Oro,Custodi capl,DELLA CA’ PESARO,",",80
Marchi Olivo,August0,Ca’ D'Oro,Custodi capl,DELLA CA’ PESARO,",",80
Nardo Marie,August0,Ca’ D'Oro,Custodi,DELLA CA’ PESARO,",",80
Bibau Virgilia,August0,Ca’ D'Oro,Custodi,DELLA CA’ PESARO,",",80
Tacco Alfredo,August0,Ca’ D'Oro,Custodi,DELLA CA’ PESARO,",",80
Monevo cav. Piero,"S. Maria Formosa, calle Querini 4774",Ca’ D'Oro,Commiss, govvp,",",80
Barzi prof. Manlio Torruato,"S. Maria Formosa, calle Querini 4774",Ca’ D'Oro,Segretario,QUERINI STAMPALIA,",",80
Floria Giovann1,"S. Maria Formosa, calle Querini 4774",Ca’ D'Oro,DIstributore capo,QUERINI STAMPALIA,",",80
