Name,Address,Location,Role,Profession,Additional Info,page
Brunetti Mario,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Storia,73
Cavalleri Alfredo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Filologia romanze,73
Cronia Arturo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua serbo-croata,73
Gasparini Evei,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua e letterature russa,73
Mittner Ladislao,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Filologia germanica,73
Polic-di Silvio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua e letteratura inglese,73
Ricci Leonardo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Geografia,73
Rossi Guido,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Storia della filosofia,73
Stefanini Luigi,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Pedagogia,73
Trolio Ernnio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Filosofia,73
Trollo Enrico,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua e letteratura latina,73
Alessio Giovanni,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Glottologia romanza,73
Bortolini Alberto,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua tedesca,73
F’aut Anna,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua tedesca,73
Gamber Enrico,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua francese,73
Giacalone-Parmykel Germana,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua russa,73
Izzo Carlo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua inglese,73
Lucii Maria,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua francese,73
Mariuib red­. Sauchè Rivero Angela,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua spagnola,73
Potop Anna,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Lingua rumena,73
Bettiol avv. Giuseppe,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Diritto e procedura penale,73
Bigiavi avv,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Diritto del lavoro | Walter,73
Fanfani Amitiore,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Storia delle dottrine economiche,73
Groppali avv. Alessandro,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Diritto amministrativo,73
La Volpe Giulio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Economia politica,73
Marcantonio Arnaldo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Contabilità di Stato,73
Pavanini avv,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Diritto processuale civile | Giovanni,73
Trabucci avv. Alberto,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Diritto civile,73
Bettiol avv. Giuseppe,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Elementi di diritto e procedura penale,73
Bigiavi avv. Walter,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Diritto del lavoro,73
Cudini Giuseppe,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Tecnica amministrativa delle aziende industriali,73
Dell’Amore Gino Giordano,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Tecnica commerciale e bancaria,73
La Volpe Giulio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Economia politica,73
Marcantonio Arnaldo,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Contabilità di Stato,73
Pavanini avv. Giovanni,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,di Elementi di diritto processuale civile,73
Zappa Gino,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Professori incaricati,,"di Ragioniera generale applicata,  Economia aziendale",73
Pasin Alberto,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Assistente incaricato,Direttore,Rottini Orfeo Turno,73
Candida Luigi,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Assistente,Direttore,Ricci Leonardo,73
Santarelli Antonio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Assistente incaricato,Direttore,Lanzillo Azionista,73
La Volpe Giulio,"Palazzi Foscari, Giustinia e Rio Nuovo, Anagrafi: 3226, 3322 e 3881",,Assistente commandato,de Pietri Tonelli Alfonso,Lanzillo Azionista,73
