Name,Address,Location,Role,Profession,page
Pinzoni Achille,San Lio numero 5776,FRAZIONI,Segretario ff.,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Suore Mantellate,S. Simeone P. 767,FRAZIONI,Castello,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Suore Beata Capitanio,Santa Giustina,FRAZIONI,San Marco,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Suore Silvestri,Santa Giustina,FRAZIONI,Cannaregio,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Suore Salesie,Santa Giustina,FRAZIONI,Dorsoduro,OPERA NAZIONALE PER LA PROTEZIONE E ASSISTENZA DEGLI INVALIDI DI GUERRA,83
Suore Giuseppine,Santa Giustina,FRAZIONI,San Polo e Santa Croce,"Solesin,",83
Suore Canossiane,S. Maria dei Frari,FRAZIONI,Giudecca,"Solesin,",83
Bevilacqua don Mario,S. Pietro di Castello 77,FRAZIONI,Presidente,"Solesin,",83
Menegazzi mons,S. Pietro di Castello 77,FRAZIONI,ISTITUTO DEL BUON PASTORE,"Consigliere, ",83
Cesca mons,S. Pietro di Castello 77,FRAZIONI,ISTITUTO DEL BUON PASTORE,"Consigliere, ",83
Bonifacio don Giuseppe,S. Pietro di Castello 77,FRAZIONI,Consigliere,"Solesin,",83
Biraghi Ezzelino,S. Pietro di Castello 77,FRAZIONI,Consigliere,"Solesin,",83
Ghezzo Pasquale,S. Pietro di Castello 77,FRAZIONI,Consigliere,"Solesin,",83
Tursi prof. Angelo,"S. Zaccaria, calle della Pietà 3701",FRAZIONI,Presidente,"Solesin,",83
Borin dn. Igino,"S. Zaccaria, calle della Pietà 3701",FRAZIONI,Consigliere,"Solesin,",83
Marsollo avv. Francesco,"S. Zaccaria, calle della Pietà 3701",FRAZIONI,Consigliere,"Solesin,",83
Scarpa dr. Felice,"S. Zaccaria, calle della Pietà 3701",FRAZIONI,Consigliere,"Solesin,",83
Panaino dr. Giuseppe,"S. Zaccaria, calle della Pietà 3701",FRAZIONI,Consigliere,"Solesin,",83
Bertoldi av uff,"S. Zaccaria, calle della Pietà 3701",FRAZIONI,IST. PROVINCIALE DEGLI ESPOSTI,"Direttore amministrativo, ",83
Strina prof,"S. Zaccaria, calle della Pietà 3701", Francesco,IST. PROVINCIALE DEGLI ESPOSTI,"Direttore sanitario,",83
Dal Gian cav. rag. Umberto,"S. Zaccaria, calle della Pietà 3701",FRAZIONI,Ragioniere,"Solesin,",83
Dusso cav. uff. Attilio,"S. Zaccaria, Calle della Pietà 3701",FRAZIONI,Presidente,"Solesin,",83
Dal Gian cav,"S. Zaccaria, Calle della Pietà 3701",FRAZIONI,COLONIA ALPINA « S. MARCO »,"Segretario, ",83
