Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,geocoding_tier,match_confidence,nominatim_query,llm_cleaned_address,nominatim_flagged,matched_lat,matched_lon
Celetano Mario,"Marghera, Via Doda 12",Attuari,,,,",",,,112,page_112_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Doda 12, Marghera, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Doda 12, Marghera, Italy","Via Doda 12, Marghera",True,45.4740738,12.2257626
Cucinelma Francesco,Mestre Via Rosa 39,Attuari,,,,",",,,112,page_112_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Rosa 39, Mestre, Italy | type=pedestrian class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Rosa 39, Mestre, Italy","Via Rosa 39, Mestre",True,45.4922724,12.2393632
Biagi dr. Mario,"Mestre, Via Aleardi 64",Attuari,,,,",",,,112,page_112_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Aleardi 64, Mestre, Italy | type=residential class=highway | FLAGGED",,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Aleardi 64, Mestre, Italy","Via Aleardi 64, Mestre",True,45.4838341,12.2385522
Zanchi Fortunato,Lido Gran Viale 21.D.,Attuari,,,,",",,,113,page_113_semantic.csv,professionisti,,,,,False,"Nominatim outside: Gran Viale 21.D, Lido di Venezia, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Gran Viale 21.D, Lido di Venezia, Italy","Gran Viale 21.D, Lido di Venezia",True,45.4169335,12.3687614
Bo Antonio,"Lido, Via Malamocco",Attuari,,,Farmacista,",",,,113,page_113_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Malamocco, Lido, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Malamocco, Lido, Italy","Via Malamocco, Lido",True,45.4019185,12.3613375
Calzolari Giorgio,Via Pieve,Mestre,,,Farmacista,",",,,113,page_113_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Pieve, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Pieve, Mestre, Italy","Via Pieve, Mestre",True,45.7767314,11.9399675
Lando Cesare,Via Malamocco,Lido,,,Farmacista,",",,,113,page_113_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Malamocco, Lido, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Malamocco, Lido, Italy","Via Malamocco, Lido",True,45.4019185,12.3613375
Ongarato Pietro,"Mestre, Via Rosa S.",Attuari,,,Farmacista,",",,,113,page_113_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Rosa S., Mestre, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Rosa S., Mestre, Italy","Via Rosa S., Mestre",True,45.4922724,12.2393632
Piccini Mario,Via Aleardi,Mestre,,,Farmacista,",",,,113,page_113_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Aleardi, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Aleardi, Mestre, Italy","Via Aleardi, Mestre",True,45.4838341,12.2385522
La Sora Manlio,Via Roma,Mirano,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Mirano, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Mirano, Italy","Via Roma, Mirano",True,45.4837488,12.1062543
Malipero Mari,Via Roma,Mirano,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Mirano, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Mirano, Italy","Via Roma, Mirano",True,45.4837488,12.1062543
Mareon Eleonora,Via Roma,Chirignago,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Chirignago, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Chirignago, Italy","Via Roma, Chirignago",True,45.4860235,12.1810558
Mareon Giulio,Via Roma,Chirignago,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Chirignago, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Chirignago, Italy","Via Roma, Chirignago",True,45.4860235,12.1810558
Mas.0arcuci Filadelfo,Via Roma,Noale,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Noale, Italy | type=secondary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Noale, Italy","Via Roma, Noale",True,45.5543454,12.02974
Muneratti Cilia,Via Roma,Mirano Spinea,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Mirano, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Mirano, Italy","Via Roma, Mirano",True,45.4837488,12.1062543
Pellegrini Berti Maria,Via Roma,Chioggia,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Chioggia, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Chioggia, Italy","Via Roma, Chioggia",True,45.2155688,12.2901011
Penzo Guido,Via Roma,Cona Venezia,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Cona, Venezia, Italy | type=primary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Cona, Venezia, Italy","Via Roma, Cona, Venezia",True,45.1943738,12.0389205
Pilla Corrado,Via Roma,Noventa di Piave,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Noventa di Piave, Italy | type=secondary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Noventa di Piave, Italy","Via Roma, Noventa di Piave",True,45.6596243,12.5311719
Pilla Marcello,Via Roma,Noventa di Piave,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Noventa di Piave, Italy | type=secondary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Noventa di Piave, Italy","Via Roma, Noventa di Piave",True,45.6596243,12.5311719
Rigoni Orsola,Via Roma,Mirano,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Mirano, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Mirano, Italy","Via Roma, Mirano",True,45.4837488,12.1062543
Sagradi Aldo,Via Roma,Chioggia,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Chioggia, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Chioggia, Italy","Via Roma, Chioggia",True,45.2155688,12.2901011
Salvagno Aldo,Via Roma,Chioggia,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Chioggia, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Chioggia, Italy","Via Roma, Chioggia",True,45.2155688,12.2901011
Sansoni Antonio,Via Roma,Mirano,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Mirano, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Mirano, Italy","Via Roma, Mirano",True,45.4837488,12.1062543
Scarpa Arrigo,Via Roma,Portogruaro,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Portogruaro, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Portogruaro, Italy","Via Roma, Portogruaro",True,45.7765872,12.8367358
Tamino Giorgio,Via Roma,Meolo,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Meolo, Italy | type=unclassified class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Meolo, Italy","Via Roma, Meolo",True,45.6171292,12.4877448
Toldi Italo,Via Roma,S. Michele al Tagliamento,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, S. Michele al Tagliamento, Italy | type=secondary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, S. Michele al Tagliamento, Italy","Via Roma, S. Michele al Tagliamento",True,45.7756819,12.9900156
Vio Sartori Pozzo.o,Via Roma,Campagnalupia,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Campagna Lupia, Italy | type=secondary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Campagna Lupia, Italy","Via Roma, Campagna Lupia",True,45.3466409,12.0880018
Zamboni Furvesco,Via Roma,Maerne di Martellago,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Maerne di Martellago, Italy | type=secondary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Maerne di Martellago, Italy","Via Roma, Maerne di Martellago",True,45.5362007,12.152621
Zennaro Egidio,Via Roma,Chioggia,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Chioggia, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Chioggia, Italy","Via Roma, Chioggia",True,45.2155688,12.2901011
Zennaro Oddone,Via Roma,Chioggia,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Chioggia, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Chioggia, Italy","Via Roma, Chioggia",True,45.2155688,12.2901011
Zenti Marcello,Via Roma,Concordia Sagittaria,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Concordia Sagittaria, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Concordia Sagittaria, Italy","Via Roma, Concordia Sagittaria",True,45.7555312,12.8460675
Zotti Domenico,Via Roma,Pianiga,,,Farmacista,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma, Pianiga, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma, Pianiga, Italy","Via Roma, Pianiga",True,45.4565524,12.0278975
Baradello Cesare,Via Garibaldi 16,Portogruaro,,,Geometra,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Garibaldi 16, Portogruaro, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Garibaldi 16, Portogruaro, Italy","Via Garibaldi 16, Portogruaro",True,45.7773541,12.8368315
Benozi Lino,Via Roma 32.b,Jesolo,,,Geometra,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma 32.b, Jesolo, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma 32.b, Jesolo, Italy","Via Roma 32.b, Jesolo",True,45.5191432,12.6384969
Bianchin Vincenzo,Via Marconi,Fossalta di Piave,,,Geometra,",",,,114,page_114_semantic.csv,professionisti,,,SAN MARCO,,False,"Nominatim outside: Via Marconi, Fossalta di Piave, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Marconi, Fossalta di Piave, Italy","Via Marconi, Fossalta di Piave",True,45.6487493,12.5135653
Birello Paolo,Via Gino Allegri 9,Mestre,,,Geometra,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Gino Allegri 9, Mestre, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Gino Allegri 9, Mestre, Italy","Via Gino Allegri 9, Mestre",True,45.4931385,12.242021
Bitoloo Bon Eugenio,Via Rastrello 15,Portogruaro,,,Geometra,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Rastrello 15, Portogruaro, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Rastrello 15, Portogruaro, Italy","Via Rastrello 15, Portogruaro",True,45.773307,12.8378406
Bragaggia Giorgio,Via Poerio 18,Mestre,,,Geometra,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Poerio 18, Mestre, Italy | type=pedestrian class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Poerio 18, Mestre, Italy","Via Poerio 18, Mestre",True,45.4926676,12.239647
Brusaggna Amedeo,Via Piave 6,Dolo,,,Geometra,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Piave 6, Dolo, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Piave 6, Dolo, Italy","Via Piave 6, Dolo",True,45.4258636,12.0776535
Cadenti Avino,Via Serena 1,Marghera,,,Geometra,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Serena 1, Marghera, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Serena 1, Marghera, Italy","Via Serena 1, Marghera",True,45.4757755,12.2289426
Cazzagon Giovanni,Via Roma 85,Dolo,,,Geometra,",",,,114,page_114_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Roma 85, Dolo, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Roma 85, Dolo, Italy","Via Roma 85, Dolo",True,46.1726439,9.3796147
D’Avanzo Carlo,Ca’ Tron 17,Meolo,,,Farmacisti,",",,,115,page_115_semantic.csv,professionisti,,,,,False,"Nominatim outside: Ca’ Tron 17, Meolo, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Ca’ Tron 17, Meolo, Italy","Ca’ Tron 17, Meolo",True,45.6105729,12.4493717
De Bei Ubaldo,Calle Stretta Bersaglio 597,Chioggia,,,Farmacisti,",",,,115,page_115_semantic.csv,professionisti,,,,,False,"Nominatim outside: Calle Stretta Bersaglio 597, Chioggia, Italy | type=living_street class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Calle Stretta Bersaglio 597, Chioggia, Italy","Calle Stretta Bersaglio 597, Chioggia",True,45.2235262,12.279147
Fog Sisto,Via Garibaldi 31,Portogruaro,,,Farmacisti,",",,,115,page_115_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Garibaldi 31, Portogruaro, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Garibaldi 31, Portogruaro, Italy","Via Garibaldi 31, Portogruaro",True,45.7773541,12.8368315
Giordano Aldo,Via Cavallotti 62,Mestre,,,Farmacisti,",",,,115,page_115_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Cavallotti 62, Mestre, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Cavallotti 62, Mestre, Italy","Via Cavallotti 62, Mestre",True,45.4875538,12.2309737
Marin Aldo,Via Zanella 2,Carpenedo,,,Farmacisti,",",,,115,page_115_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Zanella 2, Carpenedo, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Zanella 2, Carpenedo, Italy","Via Zanella 2, Carpenedo",True,45.4946129,12.2508808
Menegazzo Giovanni,Via Ponte 6,Dolo,,,Farmacisti,",",,,115,page_115_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Ponte 6, Dolo, Italy | type=residential class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Ponte 6, Dolo, Italy","Via Ponte 6, Dolo",True,45.4129461,12.097412
Menegazzo Lucio,Via Villa 32,Dolo,,,Farmacisti,",",,,115,page_115_semantic.csv,professionisti,,,,,False,"Nominatim outside: Via Villa 32, Dolo, Italy | type=tertiary class=highway | FLAGGED",False,no_civic_number,outside_venice,5f,nominatim_outside_flagged,"Via Villa 32, Dolo, Italy","Via Villa 32, Dolo",True,45.4119147,12.0958248
