Name,Address,Location,Role,Profession,Additional Info,page
De Biasi mons. Giuseppe,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Canonici Onorari,,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Piva mons. Vittorio,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Canonici Onorari,,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Vidul mons. Arturo,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Canonici Onorari,,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Brugnolo mons. Giuseppe,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Canonici Onorari,,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Galimberti mons. Attilio,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Canonici Onorari,,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Bressan mons. Ettore,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Canonici Onorari,,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Schiavon don Giovanni,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Cappellani corali residenziali,,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Tame don Umberto,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Cappellani corali residenziali,,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Camilla don Ottolo,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Cappellani corali residenziali,,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Benzoni don Eugenio,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Cappellani corali onorari,vicario di S. Mois,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Bonifacio don Giuseppe,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,Cappellani corali onorari,rettore a S. Giuliano,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Galimberti Mons,SS. Apostoli,Curia Patriarcale,,Parroco,PARROCCHIE E SUCCURSALI | Attilio,87
Paquola don Guido,SS. Apostoli,Curia Patriarcale,Cooperatore,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
San Canciano,SS. Apostoli,Curia Patriarcale,,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Vianello don Attilio,SS. Apostoli,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Zanin don Giovanni,SS. Apostoli,Cooperatore,PARROCCHIE E SUCCURSALI,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
S,SS. Apostoli,Curia Patriarcale,,PARROCCHIE E SUCCURSALI,PARROCCHIE E SUCCURSALI | GIOVANNI GRISOSTOMO,87
D'Este don Alessio,S. MARIA DEI MIRACOLI,Curia Patriarcale,Rettore,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
San Cassiano,S. MARIA DEI MIRACOLI,Curia Patriarcale,,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Silvestrini don Girolamo,S. MARIA DEI MIRACOLI,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Ravagnan don Bruno,S. MARIA DEI MIRACOLI,Curia Patriarcale,Cooperatore,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Baratto don Cesare,S. MARIA MATER DOMINI,Curia Patriarcale,Vicario,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
Gottardi don dr. Alessandro,S. EUSTACHIO (S. STAE),Curia Patriarcale,Rettore,PARROCCHIE E SUCCURSALI,BASILICA PATRIARCALE PRIMARIZIALE METROPOLITANA DI S. MARCO EVANGELISTA,87
