Name,Address,Location,Role,Profession,Additional Info,page
Tessier avv.,Via Durando 1,p. II,GIUDICI CONCILIATORI,", ,","Conciliatore, | comm. Giuseppe",49
Marconasti avv. Emilio,Via Durando 1,p. II,GIUDICI CONCILIATORI,Vice Conciiliatori,,49
Dian avv. Attilio,Via Durando 1,p. II,GIUDICI CONCILIATORI,Vice Conciiliatori,,49
Cossu avv. Guido,Via Durando 1,p. II,GIUDICI CONCILIATORI,Vice Conciiliatori,,49
Gorlieri di Diano avv.,Via Durando 1,p. II,GIUDICI CONCILIATORI,", ,","Vice Conciiliatori, | march. Guido",49
Tognazzi dr. Roberto,Via Durando 1,p. II,GIUDICI CONCILIATORI,Vice Conciiliatori,,49
Roffarle Luigi,Via Durando 1,p. II,GIUDICI CONCILIATORI,Cancelliere dirigente,,49
Gasparini Pietro,Via Durando 1,p. II,GIUDICI CONCILIATORI,Tessieri,,49
Angelini Giulio,Via Durando 1,p. II,GIUDICI CONCILIATORI,Tessieri,,49
Manzoni Umberto,Via Durando 1,p. II,GIUDICI CONCILIATORI,Tessieri,,49
Vianello dott. Domenico,Via Durando 1,p. II,DIREZIONE DEGLI UFFICI DI TERRAFERMA,Direttore capo Divisione,,49
