Name,Address,Location,Role,Profession,page
Trolio Erminio,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,PROFESSORI INCARICATI,Filosofia,73
Trullo Enrico,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,PROFESSORI INCARICATI,Lingua e letteratura latina,73
Alessio Giovanni,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,LIBERI DOCENTI,Glottologia romanza,73
Bortolini Alberto,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,LETTORI,Lingua tedesca,73
Freud Anna,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,LETTORI,Lingua tedesca,73
Gambier Enrico,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,LETTORI,Lingua francese,73
Giacolone-Pamykcl Germanica,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,LETTORI,Lingua russa,73
Izzo Carlo,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,LETTORI,Lingua inglese,73
Lucidi Maria,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,LETTORI,Lingua francese,73
Mariutto vcd. Sanchez Rivero Angela,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,LETTORI,Lingua spagnola,73
Potop Anna,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,LETTORI,Lingua rumena,73
Bettioli avv. Giuseppe,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Diritto e procedura penale,73
Bignami avv. Walter,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Diritto del lavoro,73
Fanfani Amintore,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Storia delle dottrine economiche,73
Groppali avv. Alessandro,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Diritto amministrativo,73
La Volpe Giulio,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Economia politica,73
Marcantonio Arnaldo,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Contabilita di Stato,73
Pavanini avv. Giovanni,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Diritto processuale civile,73
Trabucci avv. Alberto,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Diritto civile,73
Bettiol avv. Giuseppe,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Elementi di diritto e procedura penale,73
Bignami avv. Walter,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Diritto del lavoro,73
Cudini Giuseppe,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Tecnica amministrativi delle aziende industriali,73
Dell’Amore Gino Giordano,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Tecnica commerciale e bancaria,73
La Volpe Giulio,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Economia politica,73
Marcantonio Arnaldo,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Contabilita di Stato,73
Pavanin avv. Giovanni,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,Elementi di diritto processuale civile,73
Zappa Gino,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Professore incaricato,"Ragioneria generale applicata, Economia aziendale",73
Rotini Orfeo Turno,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Direttore,Laboratorio di Merceologia e Museo merceologico,73
Pasin Alberto,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Assistente incaricato,",",73
Ricci Leonardo,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Direttore,Laboratorio di Geografia economica,73
Candida Luigi,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Assistente,",",73
Lanzillo Adontino,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Direttore,Laboratorio di Economia politica — Francesco Ferrera,73
Santarelli Antonio,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Assistente incaricato,",",73
de Pietri Tonelli Alfonso,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Direttore,Laboratorio di Politica economica e finanziari,73
La Volpe Giulio,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Assistente comandato,",",73
Vanoni Ezio,"Palazzi Foscari, Giustinian e Rio Nuovo, Anagrafi: 3226, 3232 e 3881",,Direttore,Laboratorio di Scienza delle finanze e diritto finanziario,73
